,owner,culture,religion,hre,base_tax,base_production,trade_goods,base_manpower,capital,is_city,center_of_trade,name,id,trade_node
3428,PTT,garjati,hinduism,no,2,3,cloth,3,Sambalpur,yes,1,Sambalpur,553,ganges_delta
3429,JML,nepali,hinduism,no,2,2,wool,1,Jumbla,yes,0,BaisiRajya,554,doab
3430,JNP,avadhi,hinduism,no,6,6,,2,Jaunpur,yes,0,Jaunpur,555,doab
3431,JNP,avadhi,hinduism,no,6,6,cloth,2,Allahabad,yes,2,LowerDoab,556,doab
3432,KTU,nepali,hinduism,no,3,3,incense,2,Kathmandu,yes,1,Katmandu,557,lhasa
3433,JNP,bihari,hinduism,no,5,5,,2,Patna,yes,2,Patna,558,ganges_delta
3434,KLP,vindhyan,hinduism,no,3,3,iron,2,Jhansi,yes,0,Bundelkhand,559,doab
3435,MUN,hannoverian,catholic,yes,3,4,salt,2,Osnabrück,yes,0,Osnabruck,56,
3436,NGP,jharkhandi,hinduism,no,2,2,iron,1,Palamau,yes,0,Jharkand,560,ganges_delta
3437,BNG,bengali,hinduism,no,5,5,silk,2,Howrah,yes,1,BengalDelta,561,ganges_delta
3438,KMT,kochi,hinduism,no,3,3,grain,3,Kamatapur,yes,0,KochBehar,562,ganges_delta
3439,BNG,bengali,hinduism,no,6,6,,4,Pandua,yes,2,Gauda,563,ganges_delta
3440,BNG,bengali,hinduism,no,5,5,cloth,3,Dakha,yes,1,Dakha,564,ganges_delta
3441,PHA,tibetan,vajrayana,no,2,2,wool,1,Bhutan,yes,0,Bhutan,565,lhasa
3442,ASS,assamese,hinduism,no,4,4,grain,3,Charaideo,yes,0,Assam,566,burma
3443,BNG,bengali,hinduism,no,3,3,cotton,2,Sylhet,yes,0,Silhet,567,burma
3444,BNG,bengali,Unowned,no,5,5,cotton,3,Chittagong,yes,3,Chittagong,568,ganges_delta
3445,BAH,kannada,hinduism,no,5,5,cotton,3,Bijapur,yes,1,Bijapur,569,deccan
3446,BRU,lower_saxon,catholic,yes,3,3,iron,3,Braunschweig,yes,0,Brunswick,57,
3447,KAC,chin,hinduism,no,2,2,tropical_wood,2,Dimapur,yes,0,Naga,570,burma
3448,ASS,assamese,hinduism,no,3,3,silk,3,Koliabar,yes,0,Darrang,571,burma
3449,CEY,sinhala,buddhism,no,3,2,,2,Kotte,yes,1,Kotte,572,comorin_cape
3450,KAC,chin,hinduism,no,1,1,grain,1,Maibang,yes,0,Cachar,573,burma
3451,DAN,Unowned,animism,no,1,1,unknown,1,Frederiksøerne,yes,0,TheAndamans,574,comorin_cape
3452,BAL,baluchi,sunni,no,1,1,fish,1,Gwadar,yes,0,EasternMakran,575,hormuz
3453,BAL,baluchi,sunni,no,3,3,dyes,4,Kalat,yes,0,Kalat,576,lahore
3454,BAL,baluchi,sunni,no,3,3,grain,3,Quetta,yes,0,Quetta,577,lahore
3455,AFG,afghani,sunni,no,4,4,livestock,2,Peshawar,yes,1,Roh,578,lahore
3456,ARK,arakanese,buddhism,no,4,4,grain,2,MraukU,yes,1,MraukU,579,ganges_delta
3457,ANH,saxon,catholic,yes,2,2,wool,2,Dessau,yes,0,Anhalt,58,
3458,KAL,chin,animism,no,3,3,ivory,1,Kale,yes,0,Kale,580,burma
3459,AVA,burmese,buddhism,no,5,5,cotton,4,Sagaing,yes,0,Sagaing,581,burma
3460,MYA,shan,buddhism,no,3,3,copper,3,MongYang,yes,0,MongYang,582,burma
3461,HSE,shan,buddhism,no,3,3,tropical_wood,3,Hsenwi,yes,0,Hsenwi,583,burma
3462,AVA,burmese,buddhism,no,6,6,,4,Ava,yes,2,Ava,584,burma
3463,TAU,burmese,buddhism,no,5,5,chinaware,4,Toungoo,yes,0,Taungoo,585,burma
3464,PEG,mon,buddhism,no,5,4,spices,3,Pegu,yes,1,Pegu,586,burma
3465,HSE,shan,animism,no,1,1,tropical_wood,2,Kengtung,yes,0,Kengtung,587,burma
3466,MNI,shan,buddhism,no,2,2,cotton,2,MongNai,yes,0,MongNai,588,burma
3467,LNA,northern_thai,buddhism,no,7,5,ivory,5,ChiangMai,yes,0,ChiangMai,589,gulf_of_siam
3468,SAX,saxon,catholic,yes,4,4,wool,2,Wittenberg,yes,0,Wittenberg,59,
3469,PEG,mon,buddhism,no,3,3,sugar,2,Martaban,yes,0,Moulmein,590,burma
3470,AYU,mon,buddhism,no,4,4,naval_supplies,2,Tavoy,yes,0,Tavoy,591,gulf_of_siam
3471,AYU,central_thai,buddhism,no,3,3,grain,3,Ratchaburi,yes,0,Ratchaburi,592,gulf_of_siam
3472,LIG,central_thai,buddhism,no,5,5,tropical_wood,2,NakhonSiThammarat,yes,0,NakhonSiThammarat,593,malacca
3473,PAT,malayan,sunni,no,6,6,tropical_wood,3,Pattani,yes,1,Pattani,594,malacca
3474,MLC,malayan,sunni,no,5,5,copper,2,Perak,yes,0,Perak,595,malacca
3475,MLC,malayan,sunni,no,7,7,spices,3,Malacca,yes,2,Malacca,596,malacca
3476,MLC,malayan,sunni,no,5,5,chinaware,2,Johor,yes,0,Johor,597,malacca
3477,PAH,malayan,sunni,no,2,2,fish,1,Pahang,yes,0,Pahang,598,malacca
3478,KEL,malayan,sunni,no,2,2,naval_supplies,2,Kelantan,yes,0,Kelantan,599,malacca
3479,DAN,danish,catholic,no,7,7,,6,Lund,yes,0,Skane,6,
3480,BOH,sorbian,catholic,yes,2,2,cloth,1,Budyšín,yes,0,Lausitz,60,
3481,AYU,central_thai,buddhism,no,8,8,ivory,4,Ayutthaya,yes,2,Ayutthaya,600,gulf_of_siam
3482,SUK,central_thai,buddhism,no,6,6,chinaware,3,Sukhothai,yes,0,Sukhothai,601,gulf_of_siam
3483,LNA,northern_thai,buddhism,no,5,4,grain,3,ChiangRai,yes,0,ChiangRai,602,gulf_of_siam
3484,AYU,central_thai,buddhism,no,4,4,,3,NakhonThungYai,yes,0,NakhonThungYai,603,gulf_of_siam
3485,KHM,khmer,buddhism,no,4,4,incense,2,Oudong,yes,0,Oudong,604,gulf_of_siam
3486,KHM,khmer,hinduism,no,4,4,tropical_wood,3,PreyNokor,yes,0,PreyNokor,605,gulf_of_siam
3487,CHA,cham,hinduism,no,4,4,fish,2,Panduranga,yes,0,Panduranga,606,gulf_of_siam
3488,CHA,cham,hinduism,no,5,5,tropical_wood,2,Vijaya,yes,1,Vijaya,607,gulf_of_siam
3489,LXA,lao,animism,no,2,2,ivory,1,Attapeu,yes,0,Attapeu,608,gulf_of_siam
3490,KHM,khmer,hinduism,no,3,2,tropical_wood,1,Angkor,yes,0,Angkor,609,gulf_of_siam
3491,MEI,saxon,catholic,yes,6,6,iron,2,Meissen,yes,1,Dresden,61,
3492,DAI,vietnamese,mahayana,no,7,4,grain,4,ThanhHoa,yes,0,ThanhHoa,610,canton
3493,LXA,lao,animism,no,2,2,grain,2,Sikhottabong,yes,0,Sikhottabong,611,gulf_of_siam
3494,AYU,khmer,buddhism,no,2,2,silk,1,Khorat,yes,0,Khorat,612,gulf_of_siam
3495,DAI,vietnamese,mahayana,no,9,7,chinaware,4,DongKinh,yes,1,DongKinh,613,canton
3496,LXA,lao,buddhism,no,5,5,grain,4,Vientiane,yes,1,Vientiane,614,gulf_of_siam
3497,LXA,lao,animism,no,4,4,chinaware,3,LuangPrabang,yes,0,LuangPrabang,615,gulf_of_siam
3498,DAI,zhuang,mahayana,no,2,2,grain,3,CaoBang,yes,0,CaoBang,616,canton
3499,PSA,acehnese,sunni,no,4,4,spices,3,Lamuri,yes,1,Lamuri,617,malacca
3500,DLI,sumatran,sunni,no,3,3,spices,2,Riau,yes,0,Deli,618,malacca
3501,BRS,sumatran,hinduism,no,2,2,incense,2,Batak,yes,0,Batak,619,malacca
3502,SAX,saxon,catholic,yes,4,4,wool,2,Leipzig,yes,0,Leipzig,62,
3503,SAK,sumatran,sunni,no,5,5,chinaware,3,Siak,yes,1,Siak,620,malacca
3504,BAN,sumatran,hinduism,no,3,3,unknown,2,Bengkulu,yes,0,Bengkulu,621,malacca
3505,PLB,sumatran,hinduism,no,6,5,unknown,2,Palembang,yes,1,Palembang,622,malacca
3506,PLB,sumatran,hinduism,no,1,5,spices,1,Tulangbewang,yes,0,Tulangbewang,623,malacca
3507,SUN,sundanese,hinduism,no,4,4,spices,3,Banten,yes,1,Banten,624,the_moluccas
3508,SUN,sundanese,hinduism,no,4,4,tropical_wood,2,Ciamis,yes,0,Ciamis,625,the_moluccas
3509,MAJ,javanese,hinduism,no,5,5,grain,3,Karta,yes,0,Karta,626,the_moluccas
3510,BLM,javanese,hinduism,no,4,4,cotton,3,Blambangan,yes,0,Blambangan,627,the_moluccas
3511,MAJ,javanese,hinduism,no,5,5,cotton,3,Surabaya,yes,0,Surabaya,628,the_moluccas
3512,MAJ,javanese,hinduism,no,5,5,cotton,3,Demak,yes,1,Demak,629,the_moluccas
3513,THU,saxon,catholic,yes,5,4,,3,Erfurt,yes,1,Erfurt,63,
3514,SUN,sundanese,hinduism,no,4,4,spices,2,Kalapa,yes,2,Kalapa,630,the_moluccas
3515,BLI,nusa_tenggara,hinduism,no,3,3,cloth,3,Gianyar,yes,0,Bali,631,the_moluccas
3516,Unowned,nusa_tenggara,animism,no,3,3,unknown,2,Sumbawa,no,0,Sumbawa,632,the_moluccas
3517,POR,nusa_tenggara,animism,no,4,4,unknown,3,Flores,yes,0,Flores,633,the_moluccas
3518,Unowned,nusa_tenggara,animism,no,2,2,unknown,1,Sumba,no,0,Sumba,634,the_moluccas
3519,POR,nusa_tenggara,animism,no,3,3,unknown,3,Lifau,yes,0,WestTimor,635,the_moluccas
3520,BEI,bornean,sunni,no,5,5,spices,3,Brunei,yes,2,Brunei,636,malacca
3521,BEI,bornean,sunni,no,3,3,spices,3,Api-Api,yes,0,Api,637,malacca
3522,KUT,bornean,hinduism,no,5,5,fish,3,Kutai,yes,0,Kutai,638,malacca
3523,BNJ,bornean,hinduism,no,4,4,unknown,3,Banjar,yes,0,Banjar,639,malacca
3524,LBV,bavarian,catholic,yes,5,5,salt,2,Landshut,yes,0,Landshut,64,
3525,SMB,bornean,hinduism,no,3,3,unknown,3,Pontianak,yes,0,Pontianak,640,malacca
3526,MKS,sulawesi,animism,no,5,6,spices,3,Makassar,yes,2,Makassar,641,the_moluccas
3527,LUW,sulawesi,animism,no,3,3,spices,3,Kolaka,yes,0,Kendari,642,the_moluccas
3528,NED,sulawesi,animism,no,4,4,unknown,2,Poso,yes,0,Poso,643,the_moluccas
3529,TER,sulawesi,animism,no,4,4,unknown,2,Manado,yes,0,Manado,644,the_moluccas
3530,NED,moluccan,animism,no,2,2,unknown,1,Buru,yes,0,Buru,645,the_moluccas
3531,POR,moluccan,animism,no,5,5,unknown,2,Ambon,yes,0,Ambon,646,the_moluccas
3532,NED,moluccan,animism,no,3,3,unknown,1,Ceram,yes,0,Ceram,647,the_moluccas
3533,NED,moluccan,animism,no,2,2,unknown,1,Halmahera,yes,0,Halmahera,648,the_moluccas
3534,TER,moluccan,animism,no,5,5,cloves,3,Ternate,yes,0,Ternate,649,the_moluccas
3535,UBV,bavarian,catholic,yes,6,5,grain,4,München,yes,0,Munchen,65,
3536,TID,moluccan,animism,no,5,5,cloves,3,Tidore,yes,0,Tidore,650,the_moluccas
3537,SUL,filipino,sunni,no,4,4,unknown,3,Jolo,yes,1,Sulu,651,philippines
3538,MGD,filipino,animism,no,5,5,spices,3,Maguindanao,yes,0,Maguindanao,652,philippines
3539,MGD,filipino,animism,no,3,3,spices,2,Marawi,yes,0,Lanao,653,philippines
3540,SPA,filipino,animism,no,2,2,unknown,1,Samar,yes,0,Samar,654,philippines
3541,BEI,filipino,sunni,no,3,3,sugar,2,Palawan,yes,0,Palawan,655,philippines
3542,MNA,filipino,sunni,no,5,5,spices,2,Manila,yes,2,Manila,656,philippines
3543,SPA,filipino,animism,no,2,2,unknown,2,Ilocos,yes,0,Ilocos,657,philippines
3544,SPA,filipino,animism,no,2,2,unknown,2,Cagayan,yes,0,Cagayan,658,philippines
3545,JMB,sumatran,sunni,no,1,1,fish,1,Lingga,yes,0,Lingga,659,malacca
3546,BAM,franconian,catholic,yes,2,2,wine,2,Bamberg,yes,0,Bamberg,66,
3547,MMA,shan,buddhism,no,3,3,tea,2,Sibsongbanna,yes,0,Sibsongbanna,660,chengdu
3548,MNG,bai,buddhism,no,3,3,tea,3,Dali,yes,1,Dali,661,chengdu
3549,MNG,bai,buddhism,no,6,5,copper,3,Kunming,yes,1,Yunnan,662,canton
3550,MNG,bai,buddhism,no,1,1,copper,1,Guangnan,yes,0,Guangnan,663,canton
3551,MNG,zhuang,confucianism,no,1,1,tea,1,Lingyun,yes,0,Lingyun,664,canton
3552,MNG,cantonese,confucianism,no,4,4,chinaware,3,Shiuhing,yes,0,Shiuhing,665,canton
3553,MNG,chimin,confucianism,no,1,1,tropical_wood,1,Kingchow,yes,0,Kiungchow,666,canton
3554,MNG,cantonese,confucianism,no,12,12,incense,3,Canton,yes,3,Canton,667,canton
3555,MNG,cantonese,confucianism,no,3,3,fish,1,Macau,yes,1,Macau,668,canton
3556,MNG,chimin,confucianism,no,8,8,tea,3,Fuzhou,yes,1,Fuzhou,669,hangzhou
3557,NUM,franconian,catholic,yes,8,8,paper,3,Nürnberg,yes,2,Nurnberg,67,
3558,MNG,hakka,confucianism,no,4,4,grain,2,Ganzhou,yes,0,Ganzhou,670,hangzhou
3559,MNG,xiang,confucianism,no,6,6,grain,4,Changsha,yes,1,Changsha,671,canton
3560,MNG,xiang,confucianism,no,3,3,cotton,2,Wulin,yes,0,Wulin,672,canton
3561,MNG,miao,animism,no,1,1,tea,1,Zhenyuan,yes,0,Zhenyuan,673,canton
3562,MNG,yi,animism,no,3,3,iron,2,Guiyang,yes,0,Guiyang,674,canton
3563,MNG,yi,animism,no,1,1,copper,3,Umung,yes,0,Umung,675,chengdu
3564,UTS,tibetan,vajrayana,no,2,2,incense,2,Shigatse,yes,0,Shigatse,676,lhasa
3565,UTS,tibetan,vajrayana,no,0,0,cloth,3,Lhasa,yes,2,Lhasa,677,lhasa
3566,KAM,tibetan,vajrayana,no,2,2,tea,2,Tachienlu,yes,0,Tachienlu,678,chengdu
3567,MNG,sichuanese,confucianism,no,9,9,silk,3,Chengdu,yes,2,Chengdu,679,chengdu
3568,MEM,swabian,catholic,yes,5,5,cloth,3,Memmingen,yes,0,Memmingen,68,
3569,MNG,sichuanese,confucianism,no,8,8,spices,4,Chongqing,yes,1,Chongqing,680,chengdu
3570,MNG,sichuanese,confucianism,no,3,3,tea,2,Yichang,yes,0,Yichang,681,xian
3571,MNG,hubei,confucianism,no,8,8,salt,3,Wuchang,yes,1,Wuchang,682,xian
3572,MNG,gan,confucianism,no,6,6,paper,3,Nanchang,yes,1,Nanchang,683,hangzhou
3573,MNG,wu,confucianism,no,12,12,silk,3,Hangzhou,yes,2,Hangzhou,684,hangzhou
3574,MNG,jianghuai,confucianism,no,12,12,salt,2,Yangzhou,yes,0,Yangzhou,685,hangzhou
3575,MNG,jianghuai,confucianism,no,6,6,cloth,2,Anqing,yes,0,Anqing,686,hangzhou
3576,MNG,zhongyuan,confucianism,no,4,4,,2,Nanyang,yes,0,Nanyang,687,xian
3577,MNG,zhongyuan,confucianism,no,8,8,chinaware,4,Kaifeng,yes,0,Kaifeng,688,xian
3578,MNG,xibei,confucianism,no,4,4,iron,3,Hanzhong,yes,0,Hanzhong,689,xian
3579,RVA,hannoverian,catholic,yes,6,5,cloth,1,Dortmund,yes,1,Dortmund,69,
3580,MNG,shandong_culture,confucianism,no,5,4,iron,3,Qingzhou,yes,0,Qingzhou,690,beijing
3581,MNG,shandong_culture,confucianism,no,5,5,cloth,3,Jinan,yes,0,Jinan,691,beijing
3582,MNG,jin,confucianism,no,3,3,grain,2,Huaiqing,yes,0,Huaiqing,692,xian
3583,MNG,jin,confucianism,no,6,6,iron,3,Taiyuan,yes,1,Taiyuan,693,beijing
3584,MNG,jin,confucianism,no,3,2,iron,2,Pingyang,yes,0,Pingyang,694,beijing
3585,MNG,chihan,confucianism,no,3,3,salt,2,Hejian,yes,0,Hejian,695,beijing
3586,MNG,chihan,confucianism,no,3,3,chinaware,2,Baoding,yes,0,Baoding,696,beijing
3587,MNG,jin,confucianism,no,4,4,iron,3,Datong,yes,0,Datong,697,beijing
3588,MNG,mongol,confucianism,no,3,2,salt,2,Ningxia,yes,0,Ningxia,698,xian
3589,MNG,xibei,confucianism,no,6,6,grain,3,Lanzhou,yes,0,Lanzhou,699,xian
3590,SWE,swedish,catholic,no,2,2,grain,2,Skara,yes,0,Skaraborg,7,
3591,WUR,swabian,catholic,yes,4,4,grain,3,Stuttgart,yes,0,Wurttemberg,70,
3592,MNG,xibei,confucianism,no,7,7,grain,3,Xi'an,yes,2,Xi'an,700,xian
3593,MNG,mongol,vajrayana,no,2,2,livestock,1,Ordos,yes,0,Ordos,701,xian
3594,MNG,mongol,vajrayana,no,4,4,iron,4,Hohhot,yes,0,Hohhot,702,beijing
3595,KRC,chahar,vajrayana,no,3,3,livestock,1,Chengde,yes,0,Chengde,703,beijing
3596,MNG,chihan,confucianism,no,2,2,grain,2,Ningyuan,yes,0,Ningyuan,704,beijing
3597,KAM,tibetan,vajrayana,no,1,1,wool,2,Gyegu,yes,0,Gyegu,705,lhasa
3598,SYG,oirats,vajrayana,no,1,1,salt,1,Tsaidam,yes,0,Tsaidam,706,lhasa
3599,HMI,oirats,vajrayana,no,2,2,livestock,1,Yumen,yes,2,Yumen,707,yumen
3600,MNG,xibei,confucianism,no,3,3,livestock,1,Zhangye,yes,0,Gansu,708,yumen
3601,OIR,mongol,vajrayana,no,1,1,,2,Alxa,yes,0,Alxa,709,xian
3602,ANS,franconian,catholic,yes,3,3,salt,2,Ansbach,yes,0,Ansbach,71,
3603,KAS,uyghur,sunni,no,2,2,,3,Hotan,yes,1,Hotan,710,yumen
3604,KAS,uyghur,vajrayana,no,1,1,livestock,2,Qarqan,yes,0,Qarqan,711,yumen
3605,KAS,uyghur,sunni,no,2,2,cotton,2,Aksu,yes,0,Aksu,712,yumen
3606,CHG,uyghur,tengri_pagan_reformed,no,2,2,salt,2,Bechbaliq,yes,0,Bechbaliq,713,yumen
3607,OIR,oirats,tengri_pagan_reformed,no,1,1,livestock,2,Hoboksar,yes,0,Hoboksar,714,yumen
3608,CHG,uyghur,tengri_pagan_reformed,no,2,2,grain,3,Urumqi,yes,0,Urumqi,715,yumen
3609,KHA,buryat,tengri_pagan_reformed,no,1,1,fur,1,TannuUriankhai,yes,0,TannuUriankhai,716,siberia
3610,KHA,khalkha,tengri_pagan_reformed,no,1,1,livestock,1,Kherlen,yes,0,Kherlen,717,yumen
3611,KHA,oirats,tengri_pagan_reformed,no,2,2,cloth,2,Kobdo,yes,0,Kobdo,718,yumen
3612,KHA,khalkha,tengri_pagan_reformed,no,3,3,wool,3,Uliastai,yes,0,Uliastai,719,yumen
3613,HAB,swabian,catholic,yes,4,4,glass,3,Freiburg,yes,0,Breisgau,72,
3614,KHA,khalkha,tengri_pagan_reformed,no,1,1,livestock,2,Dornogovi,yes,0,DornoGovi,720,yumen
3615,KHA,khalkha,tengri_pagan_reformed,no,2,1,livestock,2,Setsen,yes,0,Setsen,721,yumen
3616,KRC,chahar,vajrayana,no,1,2,livestock,2,Jirem,yes,0,Jirem,722,girin
3617,KHA,mongol,vajrayana,no,2,2,livestock,2,XilinGol,yes,0,XilinGol,723,yumen
3618,KHA,buryat,tengri_pagan_reformed,no,1,1,livestock,1,Hulunbuir,yes,0,Hulunbuir,724,girin
3619,KRC,chahar,tengri_pagan_reformed,no,4,4,naval_supplies,2,Cicigar,yes,0,Cicigar,725,girin
3620,MNG,manchu,confucianism,no,5,5,,2,Shenyang,yes,0,Shenyang,726,beijing
3621,MYR,manchu,tengri_pagan_reformed,no,3,3,fur,3,Aigun,yes,0,Aigun,727,girin
3622,MYR,manchu,tengri_pagan_reformed,no,1,2,livestock,2,Tuwan,yes,0,Tuwan,728,girin
3623,NHX,manchu,tengri_pagan_reformed,no,2,2,fish,2,Bohori,yes,0,Bohori,729,girin
3624,HAB,austrian,catholic,yes,3,4,gold,2,Innsbruck,yes,0,Tirol,73,
3625,MHX,manchu,confucianism,no,5,5,grain,5,Girin,yes,2,Girin,730,girin
3626,EJZ,manchu,tengri_pagan_reformed,no,3,3,naval_supplies,2,IlanHala,yes,0,IlanHala,731,girin
3627,KOR,korean,confucianism,no,1,1,fish,2,SouthHamgyeong,yes,0,SouthHamgyeong,732,nippon
3628,KOR,korean,confucianism,no,2,2,fish,2,Hwangju,yes,0,Hwangju,733,nippon
3629,KOR,korean,confucianism,no,1,1,chinaware,2,Wonju,yes,0,WestGangwon,734,nippon
3630,KOR,korean,confucianism,no,9,10,paper,6,Hanseong,yes,1,Hanseong,735,nippon
3631,KOR,korean,confucianism,no,4,3,cotton,2,Sangju,yes,0,Sangju,736,nippon
3632,KOR,korean,confucianism,no,4,4,chinaware,2,Jeonju,yes,0,Jeonju,737,nippon
3633,NED,polynesian,animism,no,4,4,unknown,2,Sakam,yes,0,Sakam,738,canton
3634,KAS,uyghur,sunni,no,2,2,wool,2,Kashgar,yes,2,Kashgar,739,samarkand
3635,BAD,swabian,catholic,yes,3,3,wine,2,Baden,yes,0,Baden,74,
3636,MLW,malvi,hinduism,no,3,2,,1,Chanderi,yes,0,Chanderi,740,doab
3637,SPA,carib,animism,no,1,2,unknown,1,Cumana,yes,0,Cumana,741,carribean_trade
3638,SPA,carib,animism,no,2,1,unknown,1,Angostura,yes,0,Guayana,742,amazonas_node
3639,ARW,guajiro,animism,no,1,1,sugar,1,Essequibo,yes,0,Essequibo,743,amazonas_node
3640,NED,guajiro,animism,no,1,1,unknown,1,Demerara,yes,0,Demerara,744,amazonas_node
3641,SPA,guajiro,animism,no,1,1,unknown,1,Paramaribo,yes,0,Suriname,745,amazonas_node
3642,NED,cosmopolitan_french,animism,no,1,1,unknown,1,Cayenne,yes,0,Cayenne,746,amazonas_node
3643,POR,guajiro,animism,no,1,2,unknown,1,Amapa,yes,0,Tucujulandia,747,amazonas_node
3644,TPA,tupinamba,animism,no,1,2,cocoa,1,Belém,yes,0,GraoPara,748,amazonas_node
3645,FRA,ge,animism,no,3,3,unknown,1,Maranhao,yes,0,Maranhao,749,amazonas_node
3646,ALS,swabian,catholic,yes,6,6,paper,4,Straßburg,yes,1,Elsass,75,
3647,POR,ge,animism,no,1,2,unknown,1,Crato,yes,0,Alpercatas,750,brazil
3648,PTG,tupinamba,animism,no,2,3,sugar,1,Ceara,yes,1,Ceara,751,brazil
3649,POR,ge,animism,no,1,2,unknown,1,Oeiras,no,0,Oeiras,752,amazonas_node
3650,POR,tupinamba,animism,no,3,3,unknown,1,RioGrande,yes,0,RioGrande,753,brazil
3651,POR,tupinamba,animism,no,2,4,unknown,1,Filipeia,no,0,Itamaraca,754,brazil
3652,POR,tupinamba,animism,no,3,5,unknown,2,Olinda,yes,1,Pernambuco,755,brazil
3653,POR,tupinamba,animism,no,3,5,unknown,2,Bahia,yes,1,Bahia,756,brazil
3654,TPQ,tupinamba,animism,no,2,4,cocoa,1,Ilheus,yes,0,Ilheus,757,brazil
3655,POR,ge,animism,no,1,2,unknown,1,Goias,yes,0,Goias,758,brazil
3656,POR,ge,animism,no,2,3,unknown,1,Diamentina,no,0,Diamentina,759,brazil
3657,SLZ,bavarian,catholic,yes,5,5,salt,4,Salzburg,yes,1,Salzburg,76,
3658,POR,ge,animism,no,2,4,unknown,1,PortoSeguro,yes,0,PortoSeguro,760,brazil
3659,TUA,ge,animism,no,2,3,cocoa,1,EspiritoSanto,yes,0,EspiritoSanto,761,brazil
3660,POR,tupinamba,animism,no,2,3,unknown,1,SaoTome,yes,0,SaoTome,762,brazil
3661,FRA,tupinamba,animism,no,4,5,unknown,1,RiodeJaneiro,yes,1,RiodeJaneiro,763,brazil
3662,POR,portugese,animism,no,1,2,unknown,1,SantoAmaro,yes,0,SantoAmaro,764,brazil
3663,POR,portugese,animism,no,2,3,unknown,1,Sabará,no,0,MinasGerais,765,brazil
3664,POR,tupinamba,animism,no,2,3,unknown,1,SaoVicente,yes,0,SaoVicente,766,brazil
3665,TEU,prussian,catholic,no,2,2,naval_supplies,2,Ortelsburg,yes,0,Ortelsburg,767,baltic_sea
3666,SPA,guarani,animism,no,1,1,unknown,1,Guayra,yes,0,Guayra,768,brazil
3667,POR,guarani,animism,no,2,3,unknown,1,Curitiba,yes,0,Curitiba,769,brazil
3668,PAL,hessian,catholic,yes,5,4,wine,4,Heidelberg,yes,0,Heidelberg,77,
3669,LIT,lithuanian,catholic,no,3,3,livestock,2,Breslauja,yes,0,Braslaw,770,kiev
3670,LIT,byelorussian,orthodox,no,2,2,grain,1,Vitebsk,yes,0,Vitebsk,771,kiev
3671,POR,charruan,animism,no,1,2,unknown,1,Paysandu,yes,0,Paysandu,772,laplata
3672,POR,charruan,animism,no,1,1,unknown,1,BandaOriente,yes,0,BandaOriente,773,laplata
3673,WAD,tunjur,Unowned,no,1,1,unknown,1,Al-Junaynahr,yes,0,AlJunaynahr,774,ethiopia
3674,SPA,guarani,animism,no,1,1,unknown,1,Asunción,no,1,Xeres,775,cuiaba
3675,SPA,guarani,animism,no,1,1,unknown,1,Concepcion,yes,0,Itenines,776,cuiaba
3676,SPA,guarani,animism,no,1,2,unknown,1,Corrientes,yes,0,Parana,777,laplata
3677,CUA,charruan,animism,no,4,1,grain,2,RiodelaPlata,yes,1,RiodelaPlata,778,laplata
3678,SPA,het,animism,no,1,1,unknown,1,Tandil,yes,0,Serranos,779,laplata
3679,MAI,hessian,catholic,yes,4,4,paper,2,Mainz,yes,1,Mainz,78,
3680,SPA,patagonian,animism,no,1,1,unknown,1,Candelaria,yes,1,Tehuelmapu,780,patagonia
3681,SPA,patagonian,animism,no,1,1,unknown,1,PatagoniaOriental,yes,0,PatagoniaOriental,781,patagonia
3682,Unowned,patagonian,animism,no,1,1,unknown,1,TierradelFuego,no,0,TierradelFuego,782,patagonia
3683,CHL,patagonian,animism,no,1,1,unknown,1,Alacaluf,yes,0,PatagoniaOccidental,783,patagonia
3684,MPC,mapuche,animism,no,1,1,fish,1,Huillimapu,yes,0,Huillimapu,784,patagonia
3685,SPA,mapuche,animism,no,1,1,unknown,1,Pehuenmapu,yes,0,Pehuenmapu,785,patagonia
3686,SPA,het,animism,no,1,1,unknown,1,Carmen,yes,0,SalinasGrande,786,patagonia
3687,INC,mapuche,animism,no,2,1,unknown,1,Picunmapu,yes,1,Pincunmapu,787,patagonia
3688,ZAN,swahili,sunni,no,3,3,ivory,1,Angoche,yes,0,Angoche,788,zanzibar
3689,Unowned,nguni,Unowned,no,1,1,unknown,1,Mtetwa,no,0,Mtetwa,789,cape_of_good_hope
3690,WBG,franconian,catholic,yes,4,4,wine,3,Würzburg,yes,0,Wurzburg,79,
3691,SPA,chacoan,animism,no,1,1,unknown,1,ChacoAustral,yes,0,ChacoAustral,790,laplata
3692,INC,diaguita,animism,no,2,2,unknown,1,Catamarca,yes,0,Catamarca,791,cuiaba
3693,INC,mapuche,animism,no,2,1,unknown,1,Copiapo,yes,0,Copiapo,792,cuiaba
3694,INC,diaguita,animism,no,2,1,unknown,1,Iquique,yes,0,Atacama,793,cuiaba
3695,CCQ,diaguita,inti,no,3,3,wool,1,Jujuy,yes,1,Jujuy,794,cuiaba
3696,CRA,aimara,inti,no,4,4,gold,2,Potosí,yes,0,Potosi,795,cuiaba
3697,INC,aimara,inti,no,2,2,unknown,1,Arica,yes,0,Arica,796,cuiaba
3698,PCJ,aimara,inti,no,2,2,copper,2,Caracara,yes,0,Caracara,797,cuiaba
3699,KON,mbundu,Unowned,no,2,2,grain,1,Nsoyo,yes,0,Nsoyo,798,kongo
